page,id,label_true,label_pred,correct,time_ms
1,id-0-0-0,0,0,True,11.099852999905124
1,id-0-1-9,9,9,True,11.179227999491559
1,id-0-2-4,4,4,True,13.110693999806244
1,id-0-3-3,3,3,True,13.247104000583931
1,id-0-4-2,2,2,True,12.402973999996902
1,id-0-5-4,4,4,True,10.934593999991193
1,id-0-6-8,8,8,True,12.555407000036212
1,id-1-0-7,7,7,True,14.449235000029148
1,id-1-1-0,0,0,True,14.02479799980938
1,id-1-2-1,1,1,True,13.989920999847527
1,id-1-3-3,3,3,True,12.987816000531893
1,id-1-4-4,4,4,True,11.115991000224312
1,id-2-0-7,7,7,True,11.99707900013891
1,id-2-1-6,6,6,True,13.679659999979776
1,id-2-2-2,2,2,True,12.94999200035818
1,id-2-3-5,5,5,True,12.088320000657404
1,id-2-4-8,8,8,True,12.196731999210897
1,id-3-0-0,0,0,True,13.203508000515285
1,id-3-1-8,8,8,True,12.99727800051187
1,id-3-2-6,6,6,True,14.14948900037416
1,id-3-3-6,6,6,True,12.706825000350364
1,id-3-4-4,4,4,True,12.533862000054796
1,id-3-5-3,3,3,True,11.067359000662691
1,id-4-0-2,2,2,True,12.37282299916842
1,id-4-1-9,9,3,False,13.100672999826202
1,id-4-2-4,4,4,True,13.803568000184896
1,id-5-0-5,5,5,True,12.288061000617745
1,id-5-1-1,1,1,True,12.949539000146615
1,id-6-0-6,6,6,True,13.05967700045585
1,id-7-0-1,1,1,True,13.22617400001036
1,id-7-1-1,1,1,True,12.860978000389878
1,id-8-0-0,0,0,True,13.584056000581768
1,id-8-1-7,7,7,True,11.616723999395617
1,id-8-2-7,7,7,True,11.952904000281706
1,id-9-0-5,5,5,True,12.55397700060712
1,id-9-1-6,6,6,True,13.259121000373852
1,id-9-2-3,3,3,True,13.17885899970861
1,id-9-3-7,7,2,False,11.498535000100674
1,id-9-4-8,8,7,False,11.943917000280635
1,id-10-0-8,8,8,True,12.814833999982511
1,id-10-1-1,1,1,True,14.45945399973425
1,id-10-2-7,7,7,True,14.38968499951443
1,id-10-3-2,2,2,True,13.23908699941967
1,id-10-4-3,3,3,True,11.395227000321029
1,id-10-5-0,0,0,True,13.938369999777933
1,id-10-6-4,4,4,True,13.352025000131107
1,id-11-0-8,8,8,True,13.664258000062546
1,id-11-1-8,8,8,True,14.477274000455509
1,id-11-2-7,7,7,True,14.606116999857477
1,id-11-3-2,2,2,True,14.168212000186031
1,id-11-4-3,3,3,True,12.92105199991056
1,id-11-5-3,3,3,True,13.90302299932955
1,id-11-6-7,7,7,True,13.093886000206112
1,id-11-7-0,0,0,True,13.605142999949749
1,id-12-0-4,4,4,True,13.77271599994856
1,id-12-1-8,8,8,True,13.776054000118165
1,id-12-2-5,5,3,False,13.706106000427098
1,id-12-3-0,0,0,True,12.632816999939678
1,id-12-4-5,5,5,True,12.413372999617422
1,id-12-5-4,4,4,True,13.467493999996805
1,id-12-6-7,7,3,False,14.702073000080418
1,id-13-0-7,7,7,True,13.147687999662594
1,id-13-1-1,1,1,True,13.788909999675525
1,id-13-2-3,3,3,True,13.395547999607516
1,id-13-3-6,6,0,False,11.312700000416953
1,id-13-4-3,3,3,True,12.754580999171594
1,id-14-0-2,2,2,True,13.85985199976858
1,id-14-1-5,5,5,True,14.257384000302409
1,id-14-2-4,4,3,False,13.959212999907322
1,id-14-3-2,2,2,True,13.643735999721684
1,id-14-4-2,2,0,False,12.760284999785654
1,id-14-5-0,0,0,True,11.756595000406378
1,id-14-6-7,7,7,True,13.39193100011471
1,id-15-0-6,6,6,True,12.935462000314146
1,id-16-0-3,3,3,True,13.921343999754754
1,id-16-1-6,6,6,True,13.231748000180232
1,id-16-2-9,9,9,True,13.794901000437676
1,id-16-3-1,1,1,True,11.632951000137837
1,id-17-0-7,7,7,True,11.757172999750765
1,id-17-1-2,2,2,True,14.137504000245826
1,id-17-2-1,1,1,True,13.966508999146754
1,id-17-3-2,2,2,True,14.346105000186071
1,id-18-0-6,6,6,True,14.535702999637579
1,id-18-1-3,3,3,True,12.389929000164557
1,id-18-2-7,7,7,True,11.681982000482094
1,id-19-0-3,3,3,True,13.729324999985693
1,id-19-1-1,1,1,True,13.83554699987144
1,id-19-2-3,3,3,True,13.494590999471257
1,id-19-3-4,4,4,True,13.479387999723258
1,id-19-4-7,7,7,True,12.717536000309337
1,id-19-5-8,8,8,True,12.061231000188855
1,id-19-6-8,8,8,True,16.85845700012578
1,id-19-7-5,5,5,True,18.159620000005816
1,id-20-0-3,3,5,False,17.90948500001832
1,id-20-1-7,7,7,True,21.90050399985921
1,id-20-2-5,5,5,True,15.359056000306737
1,id-20-3-3,3,3,True,17.38532000035775
1,id-20-4-0,0,0,True,13.96974900035275
1,id-20-5-2,2,2,True,13.545064000027196
1,id-20-6-7,7,7,True,13.370157000281324
1,id-20-7-6,6,3,False,11.402848999750859
1,id-21-0-2,2,5,False,12.246680000316701
1,id-21-1-6,6,6,True,14.843203000054928
1,id-21-2-3,3,3,True,13.844308000443561
1,id-21-3-7,7,7,True,13.129253999977664
1,id-21-4-3,3,3,True,13.578907000010076
1,id-21-5-8,8,7,False,11.99328799975774
1,id-22-0-7,7,7,True,12.238613999215886
1,id-22-1-2,2,2,True,12.967828000000736
1,id-22-2-7,7,7,True,14.413455000067188
1,id-22-3-5,5,5,True,13.431108999611752
1,id-22-4-4,4,4,True,14.147846999549074
1,id-22-5-3,3,3,True,12.26066900017031
1,id-22-6-6,6,6,True,11.733139000170922
1,id-23-0-6,6,6,True,13.079777000712056
1,id-23-1-0,0,0,True,13.634567999361025
1,id-23-2-4,4,3,False,13.167704999432317
1,id-23-3-9,9,9,True,12.169747999905667
1,id-23-4-0,0,0,True,11.294588999589905
1,id-23-5-0,0,0,True,12.368544999844744
1,id-23-6-1,1,1,True,12.899762000415649
1,id-24-0-9,9,9,True,14.650537999841617
1,id-24-1-2,2,2,True,14.644260000750364
1,id-24-2-6,6,6,True,12.042018000101962
1,id-24-3-1,1,1,True,12.111576000279456
1,id-24-4-4,4,4,True,13.68199700027617
1,id-24-5-8,8,8,True,13.140012999429018
1,id-25-0-0,0,0,True,13.719374000174867
1,id-25-1-1,1,1,True,13.090751000163436
1,id-26-0-3,3,3,True,12.459136999495968
1,id-26-1-6,6,6,True,11.617316999945615
